Ten-Year Age Groups	Ten-Year Age Groups Code	Multiple Cause of death	Multiple Cause of death Code	Year	Year Code	Deaths	Population	Crude Rate
75-84 years	75-84	Heroin	T40.1	2018	2018	13	15394374	Unreliable
75-84 years	75-84	Heroin	T40.1	2019	2019	26	15969872	0.2
75-84 years	75-84	Other opioids	T40.2	1999	1999	30	12224914	0.2
75-84 years	75-84	Other opioids	T40.2	2000	2000	23	12361180	0.2
75-84 years	75-84	Other opioids	T40.2	2001	2001	27	12593618	0.2
75-84 years	75-84	Other opioids	T40.2	2002	2002	44	12764864	0.3
75-84 years	75-84	Other opioids	T40.2	2003	2003	50	12896438	0.4
75-84 years	75-84	Other opioids	T40.2	2004	2004	57	12989903	0.4
75-84 years	75-84	Other opioids	T40.2	2005	2005	68	13074802	0.5
75-84 years	75-84	Other opioids	T40.2	2006	2006	56	13095151	0.4
75-84 years	75-84	Other opioids	T40.2	2007	2007	66	13087439	0.5
75-84 years	75-84	Other opioids	T40.2	2008	2008	81	13076102	0.6
75-84 years	75-84	Other opioids	T40.2	2009	2009	89	13022775	0.7
75-84 years	75-84	Other opioids	T40.2	2010	2010	75	13061122	0.6
75-84 years	75-84	Other opioids	T40.2	2011	2011	90	13175230	0.7
75-84 years	75-84	Other opioids	T40.2	2012	2012	96	13272634	0.7
75-84 years	75-84	Other opioids	T40.2	2013	2013	97	13446519	0.7
75-84 years	75-84	Other opioids	T40.2	2014	2014	116	13682690	0.8
75-84 years	75-84	Other opioids	T40.2	2015	2015	141	13923174	1
75-84 years	75-84	Other opioids	T40.2	2016	2016	136	14233534	1
75-84 years	75-84	Other opioids	T40.2	2017	2017	170	14706551	1.2
75-84 years	75-84	Other opioids	T40.2	2018	2018	191	15394374	1.2
75-84 years	75-84	Other opioids	T40.2	2019	2019	203	15969872	1.3
75-84 years	75-84	Methadone	T40.3	1999	1999	1	12224914	Unreliable
75-84 years	75-84	Methadone	T40.3	2000	2000	2	12361180	Unreliable
75-84 years	75-84	Methadone	T40.3	2001	2001	1	12593618	Unreliable
75-84 years	75-84	Methadone	T40.3	2002	2002	3	12764864	Unreliable
75-84 years	75-84	Methadone	T40.3	2003	2003	4	12896438	Unreliable
75-84 years	75-84	Methadone	T40.3	2004	2004	5	12989903	Unreliable
75-84 years	75-84	Methadone	T40.3	2005	2005	8	13074802	Unreliable
75-84 years	75-84	Methadone	T40.3	2006	2006	8	13095151	Unreliable
75-84 years	75-84	Methadone	T40.3	2007	2007	15	13087439	Unreliable
75-84 years	75-84	Methadone	T40.3	2008	2008	9	13076102	Unreliable
75-84 years	75-84	Methadone	T40.3	2009	2009	12	13022775	Unreliable
75-84 years	75-84	Methadone	T40.3	2010	2010	4	13061122	Unreliable
75-84 years	75-84	Methadone	T40.3	2011	2011	6	13175230	Unreliable
75-84 years	75-84	Methadone	T40.3	2012	2012	9	13272634	Unreliable
75-84 years	75-84	Methadone	T40.3	2013	2013	8	13446519	Unreliable
75-84 years	75-84	Methadone	T40.3	2014	2014	6	13682690	Unreliable
75-84 years	75-84	Methadone	T40.3	2015	2015	6	13923174	Unreliable
75-84 years	75-84	Methadone	T40.3	2016	2016	8	14233534	Unreliable
75-84 years	75-84	Methadone	T40.3	2017	2017	10	14706551	Unreliable
75-84 years	75-84	Methadone	T40.3	2018	2018	11	15394374	Unreliable
75-84 years	75-84	Methadone	T40.3	2019	2019	12	15969872	Unreliable
75-84 years	75-84	Other synthetic narcotics	T40.4	1999	1999	23	12224914	0.2
75-84 years	75-84	Other synthetic narcotics	T40.4	2000	2000	9	12361180	Unreliable
75-84 years	75-84	Other synthetic narcotics	T40.4	2001	2001	16	12593618	Unreliable
75-84 years	75-84	Other synthetic narcotics	T40.4	2002	2002	19	12764864	Unreliable
75-84 years	75-84	Other synthetic narcotics	T40.4	2003	2003	22	12896438	0.2
75-84 years	75-84	Other synthetic narcotics	T40.4	2004	2004	19	12989903	Unreliable
75-84 years	75-84	Other synthetic narcotics	T40.4	2005	2005	23	13074802	0.2
75-84 years	75-84	Other synthetic narcotics	T40.4	2006	2006	32	13095151	0.2
75-84 years	75-84	Other synthetic narcotics	T40.4	2007	2007	24	13087439	0.2
75-84 years	75-84	Other synthetic narcotics	T40.4	2008	2008	15	13076102	Unreliable
75-84 years	75-84	Other synthetic narcotics	T40.4	2009	2009	27	13022775	0.2
75-84 years	75-84	Other synthetic narcotics	T40.4	2010	2010	29	13061122	0.2
75-84 years	75-84	Other synthetic narcotics	T40.4	2011	2011	29	13175230	0.2
75-84 years	75-84	Other synthetic narcotics	T40.4	2012	2012	32	13272634	0.2
75-84 years	75-84	Other synthetic narcotics	T40.4	2013	2013	25	13446519	0.2
75-84 years	75-84	Other synthetic narcotics	T40.4	2014	2014	30	13682690	0.2
75-84 years	75-84	Other synthetic narcotics	T40.4	2015	2015	31	13923174	0.2
75-84 years	75-84	Other synthetic narcotics	T40.4	2016	2016	39	14233534	0.3
75-84 years	75-84	Other synthetic narcotics	T40.4	2017	2017	50	14706551	0.3
75-84 years	75-84	Other synthetic narcotics	T40.4	2018	2018	71	15394374	0.5
75-84 years	75-84	Other synthetic narcotics	T40.4	2019	2019	80	15969872	0.5
75-84 years	75-84	Cocaine	T40.5	1999	1999	6	12224914	Unreliable
75-84 years	75-84	Cocaine	T40.5	2000	2000	11	12361180	Unreliable
75-84 years	75-84	Cocaine	T40.5	2001	2001	7	12593618	Unreliable
75-84 years	75-84	Cocaine	T40.5	2002	2002	3	12764864	Unreliable
75-84 years	75-84	Cocaine	T40.5	2003	2003	8	12896438	Unreliable
75-84 years	75-84	Cocaine	T40.5	2004	2004	12	12989903	Unreliable
75-84 years	75-84	Cocaine	T40.5	2005	2005	10	13074802	Unreliable
75-84 years	75-84	Cocaine	T40.5	2006	2006	10	13095151	Unreliable
75-84 years	75-84	Cocaine	T40.5	2007	2007	5	13087439	Unreliable
75-84 years	75-84	Cocaine	T40.5	2008	2008	9	13076102	Unreliable
75-84 years	75-84	Cocaine	T40.5	2009	2009	9	13022775	Unreliable
75-84 years	75-84	Cocaine	T40.5	2010	2010	13	13061122	Unreliable
75-84 years	75-84	Cocaine	T40.5	2011	2011	9	13175230	Unreliable
75-84 years	75-84	Cocaine	T40.5	2012	2012	10	13272634	Unreliable
75-84 years	75-84	Cocaine	T40.5	2013	2013	13	13446519	Unreliable
75-84 years	75-84	Cocaine	T40.5	2014	2014	15	13682690	Unreliable
75-84 years	75-84	Cocaine	T40.5	2015	2015	11	13923174	Unreliable
75-84 years	75-84	Cocaine	T40.5	2016	2016	28	14233534	0.2
75-84 years	75-84	Cocaine	T40.5	2017	2017	33	14706551	0.2
75-84 years	75-84	Cocaine	T40.5	2018	2018	31	15394374	0.2
75-84 years	75-84	Cocaine	T40.5	2019	2019	43	15969872	0.3
75-84 years	75-84	Other and unspecified narcotics	T40.6	1999	1999	9	12224914	Unreliable
75-84 years	75-84	Other and unspecified narcotics	T40.6	2000	2000	11	12361180	Unreliable
75-84 years	75-84	Other and unspecified narcotics	T40.6	2001	2001	14	12593618	Unreliable
75-84 years	75-84	Other and unspecified narcotics	T40.6	2002	2002	11	12764864	Unreliable
75-84 years	75-84	Other and unspecified narcotics	T40.6	2003	2003	16	12896438	Unreliable
75-84 years	75-84	Other and unspecified narcotics	T40.6	2004	2004	20	12989903	0.2
75-84 years	75-84	Other and unspecified narcotics	T40.6	2005	2005	17	13074802	Unreliable
75-84 years	75-84	Other and unspecified narcotics	T40.6	2006	2006	20	13095151	0.2
75-84 years	75-84	Other and unspecified narcotics	T40.6	2007	2007	20	13087439	0.2
75-84 years	75-84	Other and unspecified narcotics	T40.6	2008	2008	22	13076102	0.2
75-84 years	75-84	Other and unspecified narcotics	T40.6	2009	2009	28	13022775	0.2
75-84 years	75-84	Other and unspecified narcotics	T40.6	2010	2010	17	13061122	Unreliable
75-84 years	75-84	Other and unspecified narcotics	T40.6	2011	2011	11	13175230	Unreliable
75-84 years	75-84	Other and unspecified narcotics	T40.6	2012	2012	18	13272634	Unreliable
75-84 years	75-84	Other and unspecified narcotics	T40.6	2013	2013	13	13446519	Unreliable
75-84 years	75-84	Other and unspecified narcotics	T40.6	2014	2014	17	13682690	Unreliable
75-84 years	75-84	Other and unspecified narcotics	T40.6	2015	2015	26	13923174	0.2
75-84 years	75-84	Other and unspecified narcotics	T40.6	2016	2016	22	14233534	0.2
75-84 years	75-84	Other and unspecified narcotics	T40.6	2017	2017	30	14706551	0.2
75-84 years	75-84	Other and unspecified narcotics	T40.6	2018	2018	30	15394374	0.2
75-84 years	75-84	Other and unspecified narcotics	T40.6	2019	2019	21	15969872	0.1
75-84 years	75-84	Cannabis (derivatives)	T40.7	1999	1999	1	12224914	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2000	2000	0	12361180	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2001	2001	0	12593618	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2002	2002	0	12764864	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2003	2003	1	12896438	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2004	2004	0	12989903	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2005	2005	0	13074802	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2006	2006	0	13095151	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2007	2007	1	13087439	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2008	2008	0	13076102	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2009	2009	0	13022775	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2010	2010	0	13061122	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2011	2011	0	13175230	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2012	2012	0	13272634	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2013	2013	0	13446519	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2014	2014	0	13682690	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2015	2015	0	13923174	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2016	2016	2	14233534	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2017	2017	2	14706551	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2018	2018	3	15394374	Unreliable
75-84 years	75-84	Cannabis (derivatives)	T40.7	2019	2019	1	15969872	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	1999	1999	0	12224914	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2000	2000	0	12361180	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2001	2001	0	12593618	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2002	2002	0	12764864	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2003	2003	0	12896438	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2004	2004	0	12989903	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2005	2005	0	13074802	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2006	2006	0	13095151	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2007	2007	0	13087439	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2008	2008	0	13076102	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2009	2009	0	13022775	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2010	2010	0	13061122	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2011	2011	0	13175230	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2012	2012	0	13272634	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2013	2013	0	13446519	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2014	2014	0	13682690	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2015	2015	0	13923174	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2016	2016	0	14233534	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2017	2017	0	14706551	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2018	2018	0	15394374	Unreliable
75-84 years	75-84	Lysergide [LSD]	T40.8	2019	2019	0	15969872	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	1999	1999	0	12224914	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2000	2000	1	12361180	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2001	2001	0	12593618	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2002	2002	0	12764864	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2003	2003	0	12896438	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2004	2004	0	12989903	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2005	2005	0	13074802	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2006	2006	0	13095151	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2007	2007	0	13087439	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2008	2008	0	13076102	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2009	2009	0	13022775	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2010	2010	0	13061122	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2011	2011	0	13175230	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2012	2012	0	13272634	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2013	2013	0	13446519	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2014	2014	0	13682690	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2015	2015	0	13923174	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2016	2016	0	14233534	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2017	2017	0	14706551	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2018	2018	0	15394374	Unreliable
75-84 years	75-84	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2019	2019	0	15969872	Unreliable
85+ years	85+	Opium	T40.0	1999	1999	0	4154018	Unreliable
85+ years	85+	Opium	T40.0	2000	2000	0	4239587	Unreliable
85+ years	85+	Opium	T40.0	2001	2001	1	4312494	Unreliable
85+ years	85+	Opium	T40.0	2002	2002	1	4368808	Unreliable
85+ years	85+	Opium	T40.0	2003	2003	0	4466176	Unreliable
85+ years	85+	Opium	T40.0	2004	2004	0	4545883	Unreliable
85+ years	85+	Opium	T40.0	2005	2005	0	4693299	Unreliable
85+ years	85+	Opium	T40.0	2006	2006	0	4865929	Unreliable
85+ years	85+	Opium	T40.0	2007	2007	0	5039545	Unreliable
85+ years	85+	Opium	T40.0	2008	2008	0	5195840	Unreliable
85+ years	85+	Opium	T40.0	2009	2009	0	5367301	Unreliable
85+ years	85+	Opium	T40.0	2010	2010	0	5493433	Unreliable
85+ years	85+	Opium	T40.0	2011	2011	0	5737173	Unreliable
85+ years	85+	Opium	T40.0	2012	2012	0	5887330	Unreliable
85+ years	85+	Opium	T40.0	2013	2013	0	6040789	Unreliable
85+ years	85+	Opium	T40.0	2014	2014	0	6162231	Unreliable
85+ years	85+	Opium	T40.0	2015	2015	0	6287161	Unreliable
85+ years	85+	Opium	T40.0	2016	2016	0	6380331	Unreliable
85+ years	85+	Opium	T40.0	2017	2017	0	6468682	Unreliable
85+ years	85+	Opium	T40.0	2018	2018	0	6544503	Unreliable
85+ years	85+	Opium	T40.0	2019	2019	0	6604958	Unreliable
85+ years	85+	Heroin	T40.1	1999	1999	4	4154018	Unreliable
85+ years	85+	Heroin	T40.1	2000	2000	0	4239587	Unreliable
85+ years	85+	Heroin	T40.1	2001	2001	0	4312494	Unreliable
85+ years	85+	Heroin	T40.1	2002	2002	0	4368808	Unreliable
85+ years	85+	Heroin	T40.1	2003	2003	1	4466176	Unreliable
85+ years	85+	Heroin	T40.1	2004	2004	0	4545883	Unreliable
85+ years	85+	Heroin	T40.1	2005	2005	1	4693299	Unreliable
85+ years	85+	Heroin	T40.1	2006	2006	2	4865929	Unreliable
85+ years	85+	Heroin	T40.1	2007	2007	3	5039545	Unreliable
85+ years	85+	Heroin	T40.1	2008	2008	2	5195840	Unreliable
85+ years	85+	Heroin	T40.1	2009	2009	1	5367301	Unreliable
85+ years	85+	Heroin	T40.1	2010	2010	0	5493433	Unreliable
85+ years	85+	Heroin	T40.1	2011	2011	0	5737173	Unreliable
85+ years	85+	Heroin	T40.1	2012	2012	1	5887330	Unreliable
85+ years	85+	Heroin	T40.1	2013	2013	2	6040789	Unreliable
85+ years	85+	Heroin	T40.1	2014	2014	4	6162231	Unreliable
85+ years	85+	Heroin	T40.1	2015	2015	1	6287161	Unreliable
85+ years	85+	Heroin	T40.1	2016	2016	0	6380331	Unreliable
85+ years	85+	Heroin	T40.1	2017	2017	5	6468682	Unreliable
85+ years	85+	Heroin	T40.1	2018	2018	1	6544503	Unreliable
85+ years	85+	Heroin	T40.1	2019	2019	1	6604958	Unreliable
85+ years	85+	Other opioids	T40.2	1999	1999	11	4154018	Unreliable
85+ years	85+	Other opioids	T40.2	2000	2000	9	4239587	Unreliable
85+ years	85+	Other opioids	T40.2	2001	2001	13	4312494	Unreliable
85+ years	85+	Other opioids	T40.2	2002	2002	22	4368808	0.5
85+ years	85+	Other opioids	T40.2	2003	2003	28	4466176	0.6
85+ years	85+	Other opioids	T40.2	2004	2004	17	4545883	Unreliable
85+ years	85+	Other opioids	T40.2	2005	2005	34	4693299	0.7
85+ years	85+	Other opioids	T40.2	2006	2006	30	4865929	0.6
85+ years	85+	Other opioids	T40.2	2007	2007	41	5039545	0.8
85+ years	85+	Other opioids	T40.2	2008	2008	31	5195840	0.6
85+ years	85+	Other opioids	T40.2	2009	2009	29	5367301	0.5
85+ years	85+	Other opioids	T40.2	2010	2010	57	5493433	1
85+ years	85+	Other opioids	T40.2	2011	2011	39	5737173	0.7
85+ years	85+	Other opioids	T40.2	2012	2012	45	5887330	0.8
85+ years	85+	Other opioids	T40.2	2013	2013	59	6040789	1
85+ years	85+	Other opioids	T40.2	2014	2014	54	6162231	0.9
85+ years	85+	Other opioids	T40.2	2015	2015	51	6287161	0.8
85+ years	85+	Other opioids	T40.2	2016	2016	46	6380331	0.7
85+ years	85+	Other opioids	T40.2	2017	2017	67	6468682	1
85+ years	85+	Other opioids	T40.2	2018	2018	57	6544503	0.9
85+ years	85+	Other opioids	T40.2	2019	2019	67	6604958	1
85+ years	85+	Methadone	T40.3	1999	1999	1	4154018	Unreliable
85+ years	85+	Methadone	T40.3	2000	2000	1	4239587	Unreliable
85+ years	85+	Methadone	T40.3	2001	2001	2	4312494	Unreliable
85+ years	85+	Methadone	T40.3	2002	2002	2	4368808	Unreliable
85+ years	85+	Methadone	T40.3	2003	2003	4	4466176	Unreliable
85+ years	85+	Methadone	T40.3	2004	2004	2	4545883	Unreliable
85+ years	85+	Methadone	T40.3	2005	2005	4	4693299	Unreliable
85+ years	85+	Methadone	T40.3	2006	2006	7	4865929	Unreliable
85+ years	85+	Methadone	T40.3	2007	2007	2	5039545	Unreliable
85+ years	85+	Methadone	T40.3	2008	2008	3	5195840	Unreliable
85+ years	85+	Methadone	T40.3	2009	2009	4	5367301	Unreliable
85+ years	85+	Methadone	T40.3	2010	2010	3	5493433	Unreliable
85+ years	85+	Methadone	T40.3	2011	2011	4	5737173	Unreliable
85+ years	85+	Methadone	T40.3	2012	2012	4	5887330	Unreliable
85+ years	85+	Methadone	T40.3	2013	2013	5	6040789	Unreliable
85+ years	85+	Methadone	T40.3	2014	2014	2	6162231	Unreliable
85+ years	85+	Methadone	T40.3	2015	2015	2	6287161	Unreliable
85+ years	85+	Methadone	T40.3	2016	2016	4	6380331	Unreliable
85+ years	85+	Methadone	T40.3	2017	2017	2	6468682	Unreliable
85+ years	85+	Methadone	T40.3	2018	2018	1	6544503	Unreliable
85+ years	85+	Methadone	T40.3	2019	2019	1	6604958	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	1999	1999	0	4154018	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2000	2000	11	4239587	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2001	2001	9	4312494	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2002	2002	10	4368808	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2003	2003	5	4466176	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2004	2004	11	4545883	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2005	2005	14	4693299	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2006	2006	7	4865929	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2007	2007	15	5039545	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2008	2008	6	5195840	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2009	2009	9	5367301	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2010	2010	16	5493433	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2011	2011	10	5737173	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2012	2012	5	5887330	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2013	2013	8	6040789	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2014	2014	14	6162231	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2015	2015	17	6287161	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2016	2016	11	6380331	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2017	2017	13	6468682	Unreliable
85+ years	85+	Other synthetic narcotics	T40.4	2018	2018	24	6544503	0.4
85+ years	85+	Other synthetic narcotics	T40.4	2019	2019	13	6604958	Unreliable
85+ years	85+	Cocaine	T40.5	1999	1999	5	4154018	Unreliable
85+ years	85+	Cocaine	T40.5	2000	2000	3	4239587	Unreliable
85+ years	85+	Cocaine	T40.5	2001	2001	4	4312494	Unreliable
85+ years	85+	Cocaine	T40.5	2002	2002	6	4368808	Unreliable
85+ years	85+	Cocaine	T40.5	2003	2003	7	4466176	Unreliable
85+ years	85+	Cocaine	T40.5	2004	2004	2	4545883	Unreliable
85+ years	85+	Cocaine	T40.5	2005	2005	4	4693299	Unreliable
85+ years	85+	Cocaine	T40.5	2006	2006	7	4865929	Unreliable
85+ years	85+	Cocaine	T40.5	2007	2007	6	5039545	Unreliable
85+ years	85+	Cocaine	T40.5	2008	2008	2	5195840	Unreliable
85+ years	85+	Cocaine	T40.5	2009	2009	1	5367301	Unreliable
85+ years	85+	Cocaine	T40.5	2010	2010	1	5493433	Unreliable
85+ years	85+	Cocaine	T40.5	2011	2011	0	5737173	Unreliable
85+ years	85+	Cocaine	T40.5	2012	2012	0	5887330	Unreliable
85+ years	85+	Cocaine	T40.5	2013	2013	2	6040789	Unreliable
85+ years	85+	Cocaine	T40.5	2014	2014	2	6162231	Unreliable
85+ years	85+	Cocaine	T40.5	2015	2015	0	6287161	Unreliable
85+ years	85+	Cocaine	T40.5	2016	2016	1	6380331	Unreliable
85+ years	85+	Cocaine	T40.5	2017	2017	2	6468682	Unreliable
85+ years	85+	Cocaine	T40.5	2018	2018	2	6544503	Unreliable
85+ years	85+	Cocaine	T40.5	2019	2019	2	6604958	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	1999	1999	3	4154018	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2000	2000	5	4239587	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2001	2001	8	4312494	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2002	2002	6	4368808	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2003	2003	9	4466176	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2004	2004	5	4545883	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2005	2005	4	4693299	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2006	2006	8	4865929	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2007	2007	9	5039545	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2008	2008	5	5195840	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2009	2009	11	5367301	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2010	2010	9	5493433	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2011	2011	7	5737173	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2012	2012	9	5887330	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2013	2013	11	6040789	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2014	2014	15	6162231	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2015	2015	7	6287161	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2016	2016	11	6380331	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2017	2017	11	6468682	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2018	2018	8	6544503	Unreliable
85+ years	85+	Other and unspecified narcotics	T40.6	2019	2019	6	6604958	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	1999	1999	0	4154018	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2000	2000	0	4239587	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2001	2001	0	4312494	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2002	2002	0	4368808	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2003	2003	0	4466176	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2004	2004	0	4545883	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2005	2005	0	4693299	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2006	2006	0	4865929	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2007	2007	0	5039545	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2008	2008	0	5195840	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2009	2009	0	5367301	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2010	2010	0	5493433	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2011	2011	0	5737173	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2012	2012	0	5887330	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2013	2013	0	6040789	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2014	2014	0	6162231	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2015	2015	0	6287161	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2016	2016	0	6380331	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2017	2017	2	6468682	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2018	2018	0	6544503	Unreliable
85+ years	85+	Cannabis (derivatives)	T40.7	2019	2019	0	6604958	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	1999	1999	0	4154018	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2000	2000	0	4239587	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2001	2001	0	4312494	Unreliable
